,lhood,reduced_chi_sq,pval,mass_tot,sma,ecc,aop,inc,lan,mea,j2r2,mass_1_best,mass_2_best,sma_best,ecc_best,aop_best,inc_best,lan_best,mea_best,j2r2_best
2004 DW/10_locked_2/,-13.42868868441584,1.7904918245887789,0.029920101140076368,0.014375881599488263,0.5501604476108164,-0.5703806805617911,0.07466685521126208,0.5966682901806596,-0.042527108574970246,0.05556318458381794,-0.16631499257374363,5.6617650164643594e+20,6.817578660022288e+19,8993.915828395904,0.0009543792372610977,264.1346733755371,90.37839935175819,50.92895051997096,212.25562477416432,15413.124903089929
2002 WC19/10_locked_prograde_2/,-9.49750392850543,3.799001571402172,0.0019262565168204349,-0.07729346942883847,0.9392915148080648,0.1506643942692365,0.053820408179703065,-0.9665175863131866,0.15115428429212432,2.6060722595487356,0.3961962681407326,7.6238834687129e+19,9.837846363972404e+17,4096.45235934287,0.2153219303889196,135.07116448592217,26.061615686457372,120.20361054418791,3.7770583823662482,177.6908384450611
2002 WC19/10_locked_retrograde_2/,-9.887706246826255,3.955082498730502,0.0013769788567186134,0.12258931155488387,0.3186851015657483,-0.7312908929523425,0.013084504220994612,0.16998387521754751,0.006667152427808275,>3,0.39081084055990956,7.3458844068485685e+19,2.695017831763878e+18,4077.968994163171,0.1939528000127431,154.8780422754109,160.36079087426106,233.2952765678888,349.4737984548675,526.8345857516665
2004 SB60/10_locked_2/,-23.179849007575807,2.439984106060612,0.0004407126294670993,0.001637593062000152,0.09934096826501587,0.7214941208881193,-0.8529465285709545,-0.2708533609466349,0.27476305573925286,-0.3376894047624535,0.30797921243545184,3.292488809988096e+20,1.6364852785123315e+20,5724.766466404579,0.00548334302235692,353.347201617734,17.767011410940363,110.02348750781364,196.96040661765025,810.1784435934611
2000 WK183/10_locked_prograde_2/,-9.174875781356553,2.0388612847459004,0.031325920140564456,-0.0004570807475648142,0.11820380966533989,0.15224638452700312,0.4223771500474881,-1.1838755442316882,1.0763137088613284,-0.2889384432080254,0.8096808403015584,9.51758827191883e+17,1.4905689659697114e+17,2367.465603742923,0.012278385284699815,194.5937035622616,98.1008352375503,151.92676898907092,270.1936438575686,16.25888983985708
2000 WK183/10_locked_retrograde_2/,-9.164468148848023,2.0365484775217837,0.03154349500773623,-0.015587107343083967,0.06252542445411981,0.16633079048482863,-0.033991169202969074,0.6822201525267999,-0.596939935079477,0.26863222064461495,0.8782098707858706,9.5786832852956e+17,1.4864763663584128e+17,2371.4571558381435,0.014350350208288641,206.97060539027757,99.8524340124065,151.82272561012542,257.5563576256147,68.81681089600005
2000 OJ67/10_locked_prograde_2/,-0.950931707477934,0.6339544716519561,0.5930229725710521,-0.04626401875037796,-0.04357529285896225,-1.2488962354426734,0.021147193782704653,-0.17195548568823432,-1.8091795833281996,-0.9642745123943788,0.6991713281432833,1.1335825424179314e+18,8.040257687651923e+17,2280.888600675028,0.04997684583811083,152.75104199163047,82.40416626160072,261.52269668967256,27.03971623124795,1794.2484801159671
2000 OJ67/10_locked_retrograde_2/,-0.9811508566714702,0.6541005711143134,0.580267876673624,-0.021381685749881474,-0.03389908728396718,-1.1589656747227113,0.1667859041001404,-0.5858152145315333,1.8057180113016482,-0.9211119048320653,1.0356505094719972,1.443369739717042e+18,4.07956507135839e+17,2247.222088282855,0.03552182565297335,149.88793275732368,81.35364356772982,256.19391361491773,29.9060372168442,139.65144644848323
2003 UB313/10_locked_2/,-12.030761705403144,1.6041015607204192,0.06405605151087458,-0.04321249314623882,-0.7572900086000599,-1.8514121181106766,<-3,-1.164917662727821,0.22758382198123867,>3,1.173358396528976,1.0959770925500562e+22,5.647347386942421e+21,37371.2454483494,0.012555757088603198,217.49934034929422,62.16649622457796,139.03041332926102,120.1043746596692,131.363132923281
2001 UQ18/10_locked_2/,-6.479373815056454,1.8512496614447007,0.07311989898482929,0.11807967123347547,1.4855372481992357,1.3483064296025775,-1.3196333313978226,-0.6028691878915585,-0.6510882602931076,1.2559256540785118,0.8099131930385353,3.130747624267442e+18,7.995521150299351e+17,9882.839245722498,0.34331838430968137,192.88720601600411,25.19767576116345,274.6165156399508,122.72652862830557,41.78845676291976
2000 OL67/10_locked_prograde_2/,-13.039071992220553,5.215628796888222,8.61752086817047e-05,0.2684344018823784,0.8193361604483457,0.5813351474232613,0.6172412389619882,1.4870087250663344,-0.1486663780991675,-0.820007623139695,-0.022569106797911187,2.17087751839556e+17,7.284344971203277e+16,7603.6301262826255,0.231719834077744,36.70730084126245,86.59304379686951,226.1913354688401,87.48820083941605,9653.055499272798
2000 OL67/10_locked_retrograde_2/,-3.595934844266094,1.4383739377064375,0.2067573318951751,0.07320751808561787,-0.00095135946869504,0.6271795537765806,-0.7560943380818469,-0.18364873985130703,-0.9762535902760532,-0.2535436870307741,-0.0036831321612308954,2.642476450567744e+17,4.70399028771215e+16,7786.3094043485435,0.21086924302603044,41.02433558721322,81.67887870991495,288.23376852495653,84.28937226838174,95.48666234938295
2002 PD149/10_locked_2/,-0.6718199317062786,1.3436398634125573,0.24639308958928186,-0.009860342448813064,0.13512574417535722,0.09963509258757107,0.3387034031575186,-0.26391199789797526,-0.4170965111717603,0.03142419134950995,-0.044727769787891475,2.873420480263691e+17,2.51918642732253e+17,26732.263077028067,0.5892449643618323,144.95644728731156,26.77563795151632,96.42450514484648,171.48439595337004,4.1697867460544025
2003 MW12/10_locked_prograde_2/,-11.680946206578145,1.5574594942104192,0.07675263947980415,0.005009383524209626,0.27217393451179334,-0.4027508947459791,-0.05689748465622363,-0.3389120057581746,-0.17140916325956346,0.09088073048273074,1.1112505203478178,1.4105371335948688e+20,1.2473942311027532e+20,4803.826609705995,0.02449335366106357,330.7866026774868,68.51251043574746,315.5486580421908,136.7359511050353,1.6889591005439304
2003 MW12/10_locked_retrograde_2/,-10.388905518895598,1.3851874025194133,0.14407980404329554,0.0044775116468997655,0.17902794080571424,0.7902661658634422,0.02586410149749413,0.2679258462848458,0.1015733991562992,-0.035471881226097346,0.5166496310854936,1.816348228823644e+20,8.164494495019031e+19,4785.909969946138,0.01955577591158179,304.6586466772909,77.03466327912359,2.498913905560392,147.19350206415055,14714.23399809542
2007 OR10/10_locked_prograde_2/,-3.1437197285099865,2.095813152339991,0.09843304453918532,-0.017382998020644108,-0.38648488686154125,0.2684466166192231,0.34667791979684526,0.07091945498750832,0.04173736435580309,-0.4679557803180421,-0.8890482121002761,1.5343747308300484e+21,2.4318205967623157e+20,24248.14486180058,0.2878372566461395,63.01363332698885,63.259111101300896,36.07682954843782,97.41349665441568,38012.135402994
2007 OR10/10_locked_retrograde_2/,-2.31767265966659,1.5451151064443938,0.20053086776743775,0.03206623762553266,0.3246264096447197,-0.42797828063140536,0.3923244442711821,0.23213631722629463,0.7627078415322954,0.10607017789132246,0.6834729431921673,1.51471442114012e+21,2.164019623449702e+20,24036.851883899828,0.2960928019986906,67.09562459458581,122.02607305012724,87.61765270544652,95.08152123582514,24944.486936258912
2007 UK126/10_locked_2/,-5.824528467559234,1.6641509907312098,0.11270665133919422,-0.017070930873507473,-0.04213649336870759,0.10763832261015738,-0.1443843942907998,0.25148512775039217,0.5435769661823284,0.1295988566456293,1.026174965112372,1.3458579110954289e+20,1.7147945585003233e+18,6036.671491359208,0.021494029818525176,316.6346449805352,55.56996400769447,128.25601216759887,249.8829982787744,3855.3428698479606
2001 QY297/10_locked_2/,-0.9511902064953957,0.6341268043302637,0.5929130776537008,-0.015537591261884753,-0.031494469099521805,0.1576264483690637,1.274205254741807,-0.5419019432723337,0.12209700589690976,-0.9925399871879484,0.512463607112506,3.3050065235802875e+18,7.988297136102533e+17,9957.288897072618,0.4173247668461093,316.8111349923646,160.9834804815279,15.395685341603556,181.4179566506253,2.2053457213321783
2007 TY430/10_locked_2/,-19.14918780112016,0.9820096308266748,0.50168975539019,0.183580124326699,2.165688960304074,<-3,-0.8998138369934796,-2.509231036433225,-1.4874604185683975,1.3891587012490814,-0.3877347603849519,5.008193203174248e+17,2.4360778096799098e+17,20647.37579395912,0.15659681234331324,320.86403822215937,15.660020611983153,331.5033815285546,293.736356180759,8803.15847229533
2006 JZ81/10_locked_2/,-55.83632194416682,1.0635489894127017,0.3096525331625165,0.03390113398226841,0.13614700675769545,-0.4919734664166419,-0.9598070621973496,0.15658480229217298,0.2668316167329812,0.22870161344810191,0.3705664516427963,1.093070927530828e+18,2.30327646770267e+17,33260.6960161632,0.8491021673680259,170.3988927916763,12.524899600580888,80.87620350662131,76.04850622950096,6.986686940486938
2003 QW111/10_locked_2/,-3.469100308783592,0.991171516795312,0.4353426714277987,-0.01630645492669655,-0.23522054053924007,-0.24827522091926502,0.5166821907215581,-0.15075604745025967,0.022017889397086886,-0.5327707728616725,0.7561082080500616,1.8039888833865784e+18,1.4864812610911206e+17,6686.471747833025,0.5633258983075624,77.8926404698753,48.54861315563095,170.60173422103256,236.41783410591609,55.259424435688544
2003 QA91/10_locked_prograde_2/,,,,,,,,,,,,,,,,,,,,
2003 QA91/10_locked_retrograde_2/,-199.8412923557076,30.7448142085704,0.0,0.20378411538357846,0.7327698069227309,-1.3433976830107777,-2.523302644068467,-0.7445422294480002,-0.27835914806244055,1.169666405291859,-0.22805893292269291,2.70276379972965e+18,4.028629534201211e+17,1335.2722234401008,0.2190733977985496,23.758500159321088,83.27646773536796,67.44828774604238,155.4881885698402,2179.85470872336
2005 EF298/10_locked_2/,-9.408058230523627,1.7105560419133867,0.06447520034042176,0.034435994597107084,0.2558838340170929,-0.22261439294361463,-0.10449596685199622,-0.22196019490439,0.13241956907363941,-0.06660970516229124,0.6015632266820176,1.7517818305846748e+18,4.1662833254717466e+17,7656.348723841154,0.691410653338542,170.31754676724458,10.183091820438797,12.810282162502865,312.53247463879916,232.9130285204179
2000 CQ114/10_locked_2/,-0.4067389167017649,0.16269556668070595,0.9761657313089328,0.0030391081290272654,0.1796613800104176,-0.19209313434940758,-0.12713245160611067,-0.053830219155467984,-0.0814802769407243,0.09546776020609722,0.3164955635206787,2.9830266252180045e+17,2.4478711569683603e+17,6914.321633126421,0.0965674487931726,336.2603404557276,44.21609736031785,132.99960121968428,306.37323200758374,135745.35644646152
2002 VT130/10_locked_prograde_2/,-4.891488356987628,3.260992237991752,0.020503920567913947,-0.03924760714330364,-0.05080646461380059,-0.09705570128112917,-0.7257760881965933,-0.1704478277674453,-0.06960199654441337,0.16533687346567424,0.9553961134595744,1.920002302805841e+18,4.916444556820874e+17,3063.453232795364,0.018179502367646105,5.4944172485573555,64.1785897730935,127.48446937243769,302.0835269620661,2392.578186925883
2002 VT130/10_locked_retrograde_2/,-4.696574563209097,3.131049708806064,0.024495668355904887,0.03732953530986513,0.41705378244102653,-0.38002902512435555,0.19688527964372052,0.01675704233534613,-0.053277920407593465,-0.2002604917701306,1.0575415491137148,2.08489942264276e+18,1.54403069115062e+17,2990.071549703066,0.019039104093416425,68.89987679290971,110.79288598888635,192.24253846507858,234.39095855186773,10.790570952465453
2001 XR254/10_locked_2/,-3.4975812379059232,0.999308925115978,0.4293837134629019,0.020737256261375858,0.2194995824166373,-0.014093744691767551,0.04041590628908831,0.03465187302053636,0.026829194018823034,-0.06494500712184736,0.5538815039194755,3.710230069207741e+18,3.46968239004031e+17,9310.462453296894,0.5560498915379966,287.01900556514727,20.10176770882117,322.0016290374948,265.6130688739454,24.865905100822374
2002 XH92/10_locked_2/,,,,,,,,,,,,,,,,,,,,
2005 EO304/10_locked_2/,-58.43726148325233,1.1805507370354005,0.1060658369379257,0.024475659692741857,0.4683678319362249,0.4570755261766964,0.046420409773776615,-0.19069942137026807,-0.057761001125729544,-0.02928724333653973,-0.7683975843131798,1.5593723415369976e+18,5.709740730930916e+17,69579.90113887508,0.21552569656839696,208.49024402660854,13.285641374339946,258.0563630797077,185.4960308673652,851089.977628399
1998 WW31/10_locked_2/,-12.130471092477713,1.0548235732589315,0.389478909736245,-0.02189706662177221,-0.33598876762487073,0.2631267321492863,0.1513583265417903,0.14272038135029474,0.15341617725861853,-0.37194829641965466,0.37756360809729533,2.0726044345819064e+18,6.009999502528364e+17,22638.5360175681,0.8179736383425554,221.5058469521835,48.2597800688861,117.2064891763315,42.78647585383476,19765.405520996355
1999 OJ4/10_locked_2/,-6.751483298191975,1.227542417853086,0.2617255604874227,-0.020200849940887222,-0.09851398879325882,0.1830944712800186,0.6645546356104752,0.3485322916257944,-0.4800646316152354,-0.5725636538297693,0.6406260187381393,2.855277293684765e+17,1.2105136562317514e+17,3310.2348710575275,0.3672271451596666,82.62561042927534,54.45268202200106,259.1619263887256,67.70655761305557,1518.7477207058325
1999 RT214/10_locked_2/,-7.9038676646375094,5.26924510975834,0.0012416867130138345,-0.06771788008524374,0.16175270909320077,0.3529798831348159,0.42487519232662346,0.3052864205195107,-0.28565898025339453,-0.22791667061022508,0.9550233054421131,1.4164979415033462e+17,5.174750669115846e+16,3391.951005939511,0.29167839743076296,77.90969984923706,24.21219738396709,73.6321299449662,329.4296684471646,4.463804775027238
2000 CF105/10_locked_2/,-48.351339372518005,1.039813749946624,0.37572821109710497,0.052955874802517525,0.9660027079238205,0.7955635277667793,-0.5283407049884674,0.40846641397503347,-0.15906745516830115,0.9382518433669217,-0.8438660934948501,1.576728480557799e+17,2.928234769188925e+16,33384.94435088751,0.2972213007622768,296.9387726986077,167.55382303473812,224.77821807262401,262.3014431315561,3326.7569445099725
2000 QL251/10_locked_2/,-1.6263172078296106,0.295694037787202,0.9869481183868356,-0.018832068937867708,-0.1541372914172025,-0.221572453335146,0.12807467541944953,0.04751522173794272,0.07494192575720895,-0.9316608336701593,1.0798628378720967,2.1614998291488236e+18,9.36784504362615e+17,4993.461652167102,0.4897469290348614,12.297548651714536,131.6214477102063,89.6678584993013,353.8760485784423,20.83820578794666
2001 QC298/10_locked_2/,-4.085356446482376,0.9078569881071944,0.5170383649915316,0.018832145346568928,0.0462980775686066,-0.04369142383630628,-0.5880285518340443,0.3295109833674908,0.3629050094042394,0.10314598881362114,2.4342693309149546,7.457247099034018e+18,4.370608483487807e+18,3806.586794370905,0.3341483700640352,209.6449149553856,55.09062242678768,95.16073047058323,353.1395292853225,5.306045349151041
2001 QW322/10_locked_2/,-95.16549579576805,1.1262188851570183,0.12493826785123485,-0.009976110210423661,-0.4970628236516312,-0.8600577148628697,-0.5238298414329302,-0.44606674072464125,-0.4364166439111241,-0.6725081131131995,-0.605677435138168,1.0872625270987496e+18,9.464348599993777e+17,103666.20637371448,0.4592250116351612,251.31210290785125,150.7884899248183,241.51641064457738,164.6756789678101,53.27363399575941
2003 QY90/10_locked_2/,-11.454265754024815,1.5272354338699754,0.08610130721310573,-0.009757616294390481,-0.13853460833978848,0.16251187875964895,0.15838160393658382,0.2319662310023602,-0.18096188018405313,0.15978392116059023,0.27300527444033823,4.386005925993303e+17,7.678491996106246e+16,8541.480363090699,0.6596723210939879,146.50457076764627,54.563316731370755,131.600497716733,25.874795539764193,31.977906508587235
2003 TJ58/10_locked_2/,-3.907745186198559,2.6051634574657063,0.04998291675070399,-0.01490339406807295,-0.19161206310484571,-0.09901997296165183,-0.18229070037742232,-0.04213278154978656,0.18620326913874305,-0.05403746468321169,0.3567761226481671,1.5994049511923267e+17,7.557325261610608e+16,3829.825751865979,0.5164609582835581,255.45705936446961,61.83356330084422,192.42308022539245,332.63397304470465,5298.525805148854
2003 UN284/10_locked_2/,-62.85952708670288,1.1125580015345644,0.19483591018788304,0.045217016067673435,0.6836796362897718,0.2689688541609638,0.15796943307263242,-0.29429007548646846,-0.38023900524185,0.17481742460508712,-0.3659264226964634,1.043647534761255e+18,2.11096596090736e+17,53009.82333293704,0.3713902285583463,168.6920279854735,25.649987154943986,93.75146542830316,290.59794427185136,573341.9665431306
2004 PB108/10_locked_2/,-1.1462172582858834,0.7641448388572556,0.5139718019653841,0.029638655399112618,0.18501086138212927,0.12308322280157993,-0.24692264750773157,-0.12550320654311536,0.25634545346713306,0.1450101726318687,0.17414284354502144,7.198033314077569e+18,2.2959214528669263e+18,10406.567861202513,0.4376806084342821,209.81488128018714,101.12083451275619,120.08626124000092,176.54416609469888,10222.885419046346
2006 BR284/10_locked_2/,-70.1064129990612,1.104037999985216,0.1994971370471531,0.008884959788536385,0.7100496284437503,-0.21409105724016375,-0.12527410944794604,-0.15351767231193453,0.4060235672997793,0.03927293007850373,-1.7062288864267943,3.6902223068671206e+17,2.0564891562660672e+17,25273.789993089693,0.2795805671026645,13.729350674677994,55.34073328873325,41.857784983964976,182.1216785985321,2726522.687461832
2006 CH69/10_locked_2/,-52.87495511967479,1.1882012386443772,0.10867395974104677,0.018701275190416693,0.08119309788754946,0.08159182215714814,0.6895535149804536,-0.011425556158876332,0.18233756249509064,-1.0505377054135923,0.5564569802097702,9.369747487402724e+17,2.8584186899262182e+17,31472.948779228784,0.9172406581615912,154.79373371055578,132.73249792361375,111.08457629353308,234.76281163643432,13.234054363788195
