number,designation, epoch, delta_AU, RA_hours, DEC_deg, dRA, dRA_err, dDEC, dDEC_err
0,"2006 BR284",2454529.67858,41.30030,8.629517,19.63843,0.60218,0.05775,0.53091,0.05775
0,"2006 BR284",2454530.71845,41.31107,8.628406,19.64221,0.50248,0.03927,0.49165,0.03927
0,"2006 BR284",2454807.03198,41.52717,8.829117,18.86075,0.99402,0.01540,-0.08078,0.01540
0,"2006 BR284",2454807.03724,41.52710,8.829111,18.86077,1.02932,0.01689,-0.08589,0.01689
0,"2006 BR284",2454807.04249,41.52702,8.829108,18.86078,1.03167,0.02079,-0.08901,0.02079
0,"2006 BR284",2454807.04775,41.52695,8.829106,18.86080,1.05439,0.02618,-0.11178,0.02618
0,"2006 BR284",2454821.98479,41.33760,8.816314,18.91594,0.96029,0.07860,-0.19557,0.07860
0,"2006 BR284",2454822.04476,41.33694,8.816253,18.91620,1.12281,0.06028,-0.13335,0.06028
0,"2006 BR284",2454822.89593,41.32763,8.815383,18.91985,0.99589,0.02634,-0.15447,0.02634
0,"2006 BR284",2454822.90149,41.32757,8.815378,18.91987,1.04764,0.02239,-0.12356,0.02239
0,"2006 BR284",2454879.89884,41.17280,8.740925,19.21181,1.04029,0.05346,-0.23316,0.05346
0,"2006 BR284",2454879.90474,41.17284,8.740919,19.21184,0.96204,0.04521,-0.33499,0.04521
0,"2006 BR284",2454879.91061,41.17287,8.740911,19.21186,0.91421,0.04769,-0.30040,0.04769
0,"2006 BR284",2454879.92239,41.17294,8.740894,19.21192,1.05104,0.04752,-0.30066,0.04752
0,"2006 BR284",2454879.92826,41.17297,8.740889,19.21195,1.03448,0.04730,-0.23527,0.04730
0,"2006 BR284",2454879.93414,41.17301,8.740881,19.21197,1.04153,0.04241,-0.26697,0.04241
0,"2006 BR284",2454934.78054,41.84127,8.696036,19.36318,0.95928,0.03905,-0.35164,0.03905
0,"2006 BR284",2454934.78580,41.84136,8.696036,19.36318,1.01693,0.03564,-0.36545,0.03564
0,"2006 BR284",2454934.79103,41.84145,8.696033,19.36318,0.97852,0.04263,-0.40047,0.04263
0,"2006 BR284",2454934.79629,41.84153,8.696033,19.36318,1.00199,0.03861,-0.33435,0.03861
0,"2006 BR284",2454934.80214,41.84163,8.696033,19.36318,1.04949,0.04961,-0.37028,0.04961
0,"2006 BR284",2454934.80740,41.84172,8.696031,19.36318,0.98756,0.03542,-0.37904,0.03542
0,"2006 BR284",2454963.75128,42.32982,8.702103,19.32659,0.93643,0.02167,-0.40233,0.02167
0,"2006 BR284",2454963.75655,42.32991,8.702108,19.32658,0.97098,0.02029,-0.37976,0.02029
0,"2006 BR284",2454963.76179,42.32999,8.702111,19.32657,0.95614,0.02794,-0.39390,0.02794
0,"2006 BR284",2454963.76707,42.33008,8.702114,19.32655,0.92425,0.03014,-0.41854,0.03014
0,"2006 BR284",2455153.06862,41.85534,8.928717,18.44064,0.59729,0.04928,-0.64816,0.04928
0,"2006 BR284",2455153.07547,41.85522,8.928717,18.44064,0.60800,0.04318,-0.66345,0.04318
0,"2006 BR284",2455178.93268,41.46164,8.916022,18.50202,0.55340,0.03938,-0.72151,0.03938
0,"2006 BR284",2455189.98452,41.32933,8.905797,18.54676,0.53536,0.02261,-0.72321,0.02261
0,"2006 BR284",2455189.99823,41.32918,8.905783,18.54683,0.54983,0.02343,-0.73600,0.02343
0,"2006 BR284",2455190.00507,41.32911,8.905778,18.54686,0.55710,0.02018,-0.75252,0.02018
0,"2006 BR284",2455190.01192,41.32904,8.905769,18.54689,0.55165,0.01821,-0.71352,0.01821
0,"2006 BR284",2455298.74785,41.80534,8.788050,18.99912,0.25188,0.01287,-0.77804,0.01287
0,"2006 BR284",2455298.75470,41.80545,8.788050,18.99912,0.24310,0.01375,-0.76637,0.01375
0,"2006 BR284",2455298.76155,41.80556,8.788047,18.99912,0.24514,0.01815,-0.77694,0.01815
0,"2006 BR284",2455298.76840,41.80568,8.788044,18.99913,0.25949,0.01551,-0.77934,0.01551
0,"2006 BR284",2455298.77523,41.80579,8.788044,18.99913,0.26168,0.01589,-0.78272,0.01589
0,"2006 BR284",2455298.78209,41.80590,8.788042,18.99913,0.26240,0.01595,-0.78480,0.01595
0,"2006 BR284",2455506.07911,42.09640,9.018667,18.05000,-0.37933,0.01425,-0.49961,0.01425
0,"2006 BR284",2455506.08595,42.09628,9.018667,18.05000,-0.36598,0.01694,-0.49984,0.01694
0,"2006 BR284",2455506.09279,42.09616,9.018669,18.04999,-0.39079,0.01562,-0.49160,0.01562
0,"2006 BR284",2455506.09963,42.09605,9.018669,18.04999,-0.37726,0.01859,-0.49930,0.01859
0,"2006 BR284",2455506.10648,42.09593,9.018672,18.04999,-0.36833,0.01436,-0.50258,0.01436
0,"2006 BR284",2455506.11332,42.09581,9.018675,18.04998,-0.34465,0.01331,-0.52102,0.01331
0,"2006 BR284",2455506.12017,42.09569,9.018675,18.04998,-0.34879,0.01524,-0.48587,0.01524
0,"2006 BR284",2455652.79916,41.61863,8.884281,18.61058,-0.67122,0.02184,-0.02527,0.02184
0,"2006 BR284",2455652.80601,41.61873,8.884278,18.61059,-0.64984,0.01749,-0.05050,0.01749
0,"2006 BR284",2455652.81969,41.61893,8.884269,18.61061,-0.59101,0.01969,-0.07382,0.01969
0,"2006 BR284",2455652.82652,41.61903,8.884267,18.61063,-0.60155,0.01914,-0.00811,0.01914
0,"2006 BR284",2455652.83337,41.61913,8.884261,18.61064,-0.63368,0.01986,-0.02306,0.01986
0,"2006 BR284",2456409.80661,42.00628,9.060272,17.84453,1.09013,0.10000,-0.32067,0.10000
0,"2006 BR284",2457775.89794,41.24743,9.509192,15.77144,0.97478,0.00100,-0.04809,0.00100
0,"2006 CH69",2453357.10048,43.57866,9.105997,18.48986,-0.40505,0.08625,-0.50645,0.08625
0,"2006 CH69",2453357.10719,43.57858,9.105992,18.48989,-0.40305,0.07495,-0.58098,0.07495
0,"2006 CH69",2453357.11006,43.57854,9.105992,18.48990,-0.47530,0.07475,-0.66070,0.07475
0,"2006 CH69",2453411.79539,43.27447,9.041961,18.77561,-0.46416,0.13200,-0.52318,0.13200
0,"2006 CH69",2453411.87839,43.27468,9.041853,18.77606,-0.35552,0.11965,-0.54761,0.11965
0,"2006 CH69",2453411.91780,43.27479,9.041800,18.77627,-0.28068,0.05190,-0.53075,0.05190
0,"2006 CH69",2453471.78055,43.89196,8.986508,18.98035,-0.36716,0.03755,-0.52653,0.03755
0,"2006 CH69",2453471.80652,43.89237,8.986500,18.98037,-0.38039,0.05300,-0.42584,0.05300
0,"2006 CH69",2453471.83612,43.89285,8.986492,18.98039,-0.41002,0.10845,-0.48958,0.10845
0,"2006 CH69",2453682.06096,44.24409,9.202714,18.03894,-0.53576,0.07340,-0.15161,0.07340
0,"2006 CH69",2454145.97731,43.30093,9.208136,18.05329,0.11281,0.03615,-0.47807,0.03615
0,"2006 CH69",2454146.01093,43.30103,9.208092,18.05348,0.17550,0.05595,-0.36489,0.05595
0,"2006 CH69",2454590.75606,44.25108,9.236147,17.88405,-0.39295,0.09755,-0.73404,0.09755
0,"2006 CH69",2454590.75871,44.25113,9.236147,17.88404,-0.35614,0.07170,-0.60345,0.07170
0,"2006 CH69",2454591.76275,44.26822,9.236314,17.88257,-0.29314,0.05950,-0.72897,0.05950
0,"2006 CH69",2454591.76540,44.26826,9.236314,17.88257,-0.31328,0.07945,-0.67890,0.07945
0,"2006 CH69",2455190.05734,43.63834,9.519878,16.58849,-0.60491,0.01860,-0.06868,0.01860
0,"2006 CH69",2455190.06243,43.63828,9.519875,16.58851,-0.55464,0.01925,-0.12387,0.01925
0,"2006 CH69",2455190.06756,43.63822,9.519869,16.58853,-0.57049,0.02020,-0.11367,0.02020
0,"2006 CH69",2455190.07266,43.63815,9.519867,16.58856,-0.56160,0.01435,-0.07732,0.01435
0,"2006 CH69",2455207.72435,43.45078,9.502978,16.67746,-0.54498,0.01700,-0.11116,0.01700
0,"2006 CH69",2455207.72858,43.45074,9.502975,16.67749,-0.54294,0.06340,-0.07719,0.06340
0,"2006 CH69",2455207.73236,43.45071,9.502969,16.67751,-0.57541,0.03770,-0.01843,0.03770
0,"2006 CH69",2455207.73659,43.45068,9.502964,16.67753,-0.55324,0.01395,-0.07573,0.01395
0,"2006 CH69",2455207.77541,43.45035,9.502922,16.67775,-0.53558,0.04200,-0.16390,0.04200
0,"2006 CH69",2455207.78341,43.45029,9.502914,16.67779,-0.53878,0.04820,-0.15595,0.04820
0,"2006 CH69",2455207.78764,43.45025,9.502908,16.67782,-0.55313,0.00930,-0.06971,0.00930
0,"2006 CH69",2455209.73432,43.43447,9.500744,16.68883,-0.53532,0.01515,-0.09508,0.01515
0,"2006 CH69",2455209.73856,43.43444,9.500742,16.68886,-0.55089,0.03370,-0.15395,0.03370
0,"2006 CH69",2455209.74233,43.43441,9.500736,16.68888,-0.56375,0.03495,-0.01282,0.03495
0,"2006 CH69",2455209.74657,43.43438,9.500731,16.68890,-0.52398,0.01220,-0.08909,0.01220
0,"2006 CH69",2455298.79500,43.87163,9.405303,17.11953,-0.45479,0.01480,0.00259,0.01480
0,"2006 CH69",2455298.80010,43.87171,9.405300,17.11954,-0.45991,0.01750,0.02331,0.01750
0,"2006 CH69",2455298.80523,43.87178,9.405297,17.11955,-0.48671,0.01460,0.04828,0.01460
0,"2006 CH69",2455298.81034,43.87186,9.405294,17.11956,-0.44983,0.01790,0.03643,0.01790
0,"2006 CH69",2455324.77373,44.29847,9.401517,17.11867,-0.44746,0.02015,0.05475,0.02015
0,"2006 CH69",2455324.77882,44.29856,9.401517,17.11866,-0.44629,0.01870,0.03798,0.01870
0,"2006 CH69",2455324.78395,44.29865,9.401517,17.11865,-0.43870,0.02385,0.01626,0.02385
0,"2006 CH69",2455324.78905,44.29874,9.401519,17.11864,-0.47359,0.02625,0.06256,0.02625
0,"2006 CH69",2455327.78175,44.34967,9.402153,17.11351,-0.41009,0.02565,0.06033,0.02565
0,"2006 CH69",2455334.76101,44.46785,9.404486,17.09755,-0.43457,0.01795,0.07960,0.01795
0,"2006 CH69",2455334.76611,44.46793,9.404489,17.09754,-0.44612,0.02235,0.06952,0.02235
0,"2006 CH69",2455561.90903,43.59126,9.596878,16.21154,0.02695,0.01820,-0.44739,0.01820
0,"2006 CH69",2455561.91599,43.59118,9.596872,16.21157,0.03254,0.01830,-0.43679,0.01830
0,"2006 CH69",2455561.92178,43.59111,9.596867,16.21161,0.03868,0.02085,-0.44492,0.02085
0,"2006 CH69",2455561.92759,43.59105,9.596861,16.21163,0.05466,0.02130,-0.44173,0.02130
0,"2006 CH69",2455561.93919,43.59091,9.596850,16.21169,0.03074,0.01860,-0.43231,0.01860
0,"2006 CH69",2457779.99329,43.55641,10.059556,13.77796,-0.82771,0.00112,-0.26506,0.00100
0,"2006 CH69",2458887.32987,43.57629,10.286211,12.48933,-0.78997,0.00108,-0.46872,0.00114
0,"2006 JV58",2458654.31084,41.33532,16.710881,-21.93695,-0.02705,0.00141,-0.14219,0.00100
0,"2006 SF369",2454417.87410,39.37806,3.877375,0.97913,0.01917,0.00266,0.10758,0.00129
0,"2007 DS101",2458884.35249,42.46007,10.622506,9.86549,-0.00535,0.00145,-0.08481,0.00140
0,"2014 LQ28",2457660.00000,38.80296,23.698661,-0.88444,0.50550,0.05000,-0.69580,0.05000
0,"2014 LQ28",2457680.00000,38.92354,23.675036,-1.04222,-0.16340,0.05000,0.32080,0.05000
0,"2015 RB280",2458764.64442,41.07006,0.939242,6.28869,0.21348,0.00100,0.07125,0.00177
0,"2015 RP280",2458763.16803,44.38431,0.674842,6.87370,-0.12511,0.00147,0.09632,0.00223
0,"2015 RT245",2458729.33590,41.27709,0.700628,5.21351,-0.42762,0.00144,-0.24001,0.00154
0,"2015 VM173",2458699.28452,45.75952,3.555664,17.25927,0.14552,0.00164,-0.06498,0.00109
0,"2015 VW168",2458779.26398,42.44277,3.457917,17.41612,0.18975,0.00268,0.03879,0.00320
