,time,Lat_Prim,Long_Prim,DeltaLat_Secondary,DeltaLong_Secondary,DeltaLat_Secondary_err,DeltaLong_Secondary_err,DeltaLat_Inner,DeltaLong_Inner,DeltaLat_Inner_err,DeltaLong_Inner_err
17,2454952.6592285014,3.4157110842901806,195.02641715313857,0.032330533736590894,-1.6536810837139269,0.020104902673214745,0.019139461652937197,,,,
18,2454952.6648982693,3.4157041988462384,195.02632246677376,0.026047464040068746,-1.6187901241762517,0.024775776327355628,0.02305233354529794,,,,
19,2454952.670548038,3.4157065440394923,195.0262239271345,0.022824196799753338,-1.6406415718147134,0.015242822058989117,0.01692974670130666,,,,
20,2455003.5152547266,3.362863889137252,194.48955564508756,-0.03384048809653706,-1.7663723286444974,0.03416092585547884,0.035758901420474366,,,,
21,2455003.5215041437,3.3628561862746325,194.4895371786664,-0.05160883959227647,-1.8051606188831684,0.050450464062588844,0.04788033720945802,,,,
22,2455003.527193613,3.3628431079471035,194.4895318075427,-0.04151223284800665,-1.7871184633169477,0.034336741602659454,0.03689191591750672,,,,
23,2455003.532903081,3.3628354050836653,194.4895133411225,-0.0007407819685667505,-1.737501781984455,0.05153319611328562,0.05773329099261161,,,,
24,2455003.538612548,3.362831553651695,194.4895041079125,0.027653067327193526,-1.7672811540435787,0.049366111584971686,0.05010227483669264,,,,
25,2455003.544292018,3.362827702219547,194.4894948747026,-0.015368999418718943,-1.6982254927355271,0.05925250443678911,0.053544317486772935,,,,
26,2455003.549971489,3.3628199993548153,194.48947640828314,-0.0048151467069601495,-1.7760946276686091,0.05523461269837755,0.05910995212733471,,,,
27,2455191.8598026675,3.3180405190264106,197.72165442290057,-0.24513860747870098,-1.7303177827453278,0.02343972372626474,0.02727131179648395,,,,
28,2455191.8652532054,3.318046424996665,197.7216952068994,-0.2842942190957487,-1.6541495917472586,0.023681546822684148,0.025014501251845938,,,,
29,2455191.8707137443,3.3180468694127376,197.72174904011626,-0.3044615607052492,-1.6738351554940134,0.025070197709051115,0.023834774034461957,,,,
30,2455191.876174284,3.3180565645445754,197.72179906904262,-0.2695313456328563,-1.6759605914506575,0.022140693972335142,0.022048607534071833,,,,
31,2455191.881624822,3.3180624705014052,197.72183985304218,-0.2751486070904363,-1.7056518800272154,0.020624046326167392,0.021338382539408195,,,,
32,2455191.8870853614,3.318072165622907,197.72188988197018,-0.2710878819438989,-1.6926282299163247,0.02599812024125935,0.02129215032439374,,,,
33,2455191.892605907,3.318078071571294,197.72193066597066,-0.2777705968565414,-1.6630650411289418,0.022066957860981857,0.023287949208980092,,,,
34,2455239.7447882555,3.3773065668683637,197.68152656998933,-0.2687679777327645,-1.692697571967437,0.03835935900858879,0.0327937925543068,,,,
35,2455239.7502387054,3.3773153682640857,197.6814689246727,-0.2933487005755353,-1.6850581475964663,0.038231686142919864,0.04009113479859393,,,,
36,2455239.755689156,3.377324169652392,197.68141127935291,-0.33017586968817625,-1.643559162363892,0.03581484760586501,0.033413290090685915,,,,
37,2455239.7611496067,3.3773275105578477,197.68136668512003,-0.30386471252317193,-1.613338323500447,0.02868769149716044,0.027185224701252588,,,,
38,2455239.766620058,3.3773363119329747,197.68130903979494,-0.32718754550327134,-1.6650554940865072,0.030356462444250915,0.027903190419438673,,,,
39,2455296.3677833946,3.4076156070725743,196.747862947107,-0.39908286940235627,-1.5014715088967245,0.03168170302172002,0.025941149781862564,,,,
40,2455296.3796333573,3.4076149936378863,196.74762519607236,-0.3761985876543861,-1.555654783408751,0.030723570630809837,0.028759336034070118,,,,
41,2455296.3835533448,3.4076068156255377,196.747552849548,-0.35634607409331664,-1.5569377910387756,0.029182686618238755,0.029286317961652274,,,,
42,2455296.388783328,3.407609505657513,196.74745437139887,-0.4102421709827553,-1.5306730445516168,0.03378167047235224,0.031282219804235574,,,,
43,2455296.3914033202,3.4076089460564036,196.74740051083288,-0.4038797809887029,-1.5222322429615947,0.032687074504515336,0.039568966321280846,,,,
44,2455296.396763303,3.4076078268355032,196.74729278969815,-0.38115451867675176,-1.5676299546716832,0.021594664431586787,0.022373804093921586,,,,
45,2455324.5057645333,3.395553919112405,196.23084305782652,-0.4244392380503115,-1.5009411979778031,0.046078038402510936,0.0488922146248002,,,,
46,2455324.5180839333,3.395546025749557,196.23064065862835,-0.39007695971555734,-1.4939120827258239,0.06326923885110528,0.058195656451708204,,,,
47,2455663.7544211093,3.3891859361140537,198.02668418546295,-0.5234066896393941,-0.436129489877781,0.021548234089419957,0.01977377780610615,,,,
48,2455663.760921079,3.389186810540876,198.02655422257448,-0.5568813470581802,-0.43102597250471886,0.02443781506011612,0.021049368408784772,,,,
49,2455663.7674210486,3.389182214306641,198.02643730557898,-0.5443906340182991,-0.4094833139310119,0.024930190168320918,0.023112609166899657,,,,
50,2455663.773941018,3.389183088659745,198.0263073426785,-0.5386938840201694,-0.4518356675220484,0.020037045968428084,0.020777082381374015,,,,
51,2455663.7804509876,3.389183962974054,198.02617737977098,-0.5420146901318645,-0.4064797124752138,0.024155650044902353,0.025721640561437522,,,,
52,2457893.4123790176,3.2265677375334065,205.32234953484397,0.6174663809503045,0.7897132211544654,0.0006356604308015632,0.0010776892205982625,,,,
53,2458864.2487272425,3.0732662241090303,210.87274650306748,-0.3914290003326215,-1.6787923167180452,0.001788321100116212,0.0010370437857327506,,,,
