,time,Lat-Prim,Lon-Prim,deltaLat_Hiaka,deltaLon_Hiaka,eLat-Hiaka,eLon-Hiaka,deltaLat_Namaka,deltaLon_Namaka,eLat-Namaka,eLon-Namaka
11,2454138.567,26.929972131770253,193.2323128321055,0.15397509483108252,-0.31048814973432814,0.0022444522225100556,0.0017724872476976782,-0.4953333794716741,0.1839943026660015,0.004614482086364083,0.0026721759928823178
12,2454469.653,27.04993480473747,194.12584964038777,-1.0654694985234414,0.7378649637494307,0.00780412721386789,0.00404029592481153,-0.27044776763034406,0.09483868877413457,0.008093496205566448,0.005924793871432828
13,2454593.726,27.09354416983797,194.46125687452292,0.9206058659586347,-0.6117688689557979,0.0041331240966891196,0.0030907873557127537,-0.691873797102005,0.31179836808457484,0.007406031595501478,0.0050804798308200375
14,2454600.192,27.09579275406376,194.47875225025194,0.20016194633285522,0.02939521754713521,0.004212507055329081,0.00425486478381564,0.1725422927606246,-0.10255235437034703,0.011170005969718323,0.005174165382736825
15,2454601.99,27.096420248276512,194.48360750535227,-0.04412922736349856,0.22098283796148538,0.005168294943640401,0.006040551077881601,0.4492048199907117,-0.22579526556247945,0.005978575237542904,0.0052926898150107635
16,2454603.788,27.097042418878583,194.48847709588503,-0.2997954916764911,0.4068754602045979,0.0055104519989208674,0.002395396809536478,0.5395730290089773,-0.253900361151658,0.0047726638490720305,0.003248793987459141
17,2454605.788,27.09774370348176,194.49387634097747,-0.5670043012386827,0.5799058625054607,0.009470407428562104,0.004718719083155934,0.27319810541825973,-0.12197370880320436,0.0059174147099572295,0.0038452897936944153
18,2455375.661,27.350222891154395,196.5819193087482,1.0133863158543477,-0.7391677545993669,0.001518515681948734,0.0013425714303290626,,,,
19,2455375.727,27.35023051701926,196.5819388358445,1.012456160317754,-0.7361147892965828,0.0016242226539444967,0.0011027352550141126,,,,
20,2455375.793,27.350232800357848,196.58197265851575,1.0112883231755632,-0.7327824376864797,0.0018737866947366494,0.0012286063576642588,,,,
21,2455375.859,27.35024727626175,196.58209365364382,1.0100912175545318,-0.7302125845245897,0.0017687610123155162,0.0011569536391196906,,,,
22,2455375.9280000003,27.35024574664969,196.58211771277533,1.009096998089376,-0.7271314052392809,0.0017221834555894997,0.001292535683066522,,,,
23,2455375.9930000002,27.35024421705834,196.5821417719027,1.009033305281548,-0.7256611453040815,0.0018307982963689264,0.0012210419499571544,,,,
24,2455376.058,27.350266318737397,196.58228229421232,1.007573564614006,-0.7226698520882637,0.0013628720300968543,0.0013828916060779463,,,,
25,2457155.338,27.35027013170672,196.58229205776428,-0.45969221446995334,0.6890667484580387,0.005565102212608395,0.003968635635277274,-0.37689618467453556,0.27457039481795215,0.004242277921537576,0.0027858421185125663
26,2457203.995,27.35028917409278,196.58248069843566,-0.40981161575928127,0.6420180050493716,0.0019724204203474404,0.0017096794420708714,0.5772198390303629,-0.41691347107389276,0.001966533174753524,0.0017146837863858562
27,2455375.655,27.35030821643694,196.58266933919333,,,,,0.17667220775621217,-0.08570762538576171,0.0015792014588060488,0.0014275344255784066
28,2455375.673,27.350332601281877,196.58284368445686,,,,,0.169305463204239,-0.08280726840987054,0.003344760446700479,0.0027843959577310623
29,2455375.719,27.350347830560654,196.58302256181295,,,,,0.16576477987371163,-0.08084619108394907,0.007509150899914583,0.0026633640515294713
30,2455375.7369999997,27.808721607132373,201.47924874649198,,,,,0.16227202933691842,-0.07493623949263133,0.0024995541099776296,0.0015012287467150735
31,2455375.786,27.8188582536729,201.61496745184292,,,,,0.1467354397220788,-0.0717198399454173,0.0027115049289849267,0.0013130399509752263
